actuatorState,co2Value,eventCount,humidity,temperature,switchStatus,day,time,month,date
0.0,434.75,0.0,49.443333333333335,21.415,0.04369456467418299,1,0.0,8,1
0.0,435.0,0.0,49.4,21.4,0.0033592011880258844,1,0.5,8,1
0.0,434.0,0.0,49.36,21.4,0.013896250376634563,1,1.0,8,1
0.0,432.6,0.0,49.30166666666667,21.36,0.03583780498836079,1,1.5,8,1
0.0,432.1666666666667,0.0,49.248,21.32,0.006310016681300873,1,2.0,8,1
0.0,431.0,0.0,49.17,21.32,0.03865749198131473,1,2.5,8,1
0.0,430.8,0.0,49.1,21.29,0.04934565615965532,1,3.0,8,1
0.0,434.0,0.0,49.06,21.23,0.03888503895123771,1,3.5,8,1
0.0,430.3333333333333,0.0,48.99,21.23,0.0456351112942387,1,4.0,8,1
0.0,431.0,0.0,48.92,21.23,0.014162767051722697,1,4.5,8,1
0.0,434.0,0.0,49.238571428571426,21.23,0.03254019901832339,1,5.0,8,1
0.0,440.3333333333333,0.0,49.843333333333334,21.23,0.04384366544295844,1,5.5,8,1
0.0,441.0,0.6,50.35,21.23,0.022133812716299658,1,6.0,8,1
0.0,442.3333333333333,4.4,50.7125,21.21,0.022753545651045915,1,6.5,8,1
0.0,445.0,5.0,51.175,21.2975,0.012825253033662215,1,7.0,8,1
0.0,444.75,4.6666666666665,51.4325,21.4,0.02208870526639012,1,7.5,8,1
0.0,454.0,13.3333333333335,51.3575,21.4,0.01897974026399273,1,8.0,8,1
0.0,445.0,2.5,51.282,21.4,0.041622956222046106,1,8.5,8,1
0.0,440.5,2.5,51.61333333333334,21.4,0.029074897847429594,1,9.0,8,1
0.0,438.3333333333333,0.0,51.844,21.4,0.02910682252509992,1,9.5,8,1
0.0,435.75,0.0,52.05,21.4,0.01229704802745153,1,10.0,8,1
0.0,435.75,0.0,52.596666666666664,21.475,0.0455536491270647,1,10.5,8,1
0.0,435.0,0.0,53.398,21.544,0.02636919697473546,1,11.0,8,1
0.0,437.0,0.0,53.59,21.58,0.007918297851290574,1,11.5,8,1
0.0,437.4,0.0,53.442,21.628,0.017879588005270564,1,12.0,8,1
0.0,438.0,0.0,53.23,21.66,0.028245409264396115,1,12.5,8,1
0.0,438.0,0.0,53.0,21.705,0.020015120232098938,1,13.0,8,1
0.0,417.5,0.0,52.755,21.75,0.0449753995388154,1,13.5,8,1
0.0,419.75,0.0,52.49333333333333,21.83,0.022851484102649196,1,14.0,8,1
0.0,420.6666666666667,0.0,52.324,21.83,0.020150947455460616,1,14.5,8,1
0.0,422.0,0.0,52.164,21.866,0.006800401951835689,1,15.0,8,1
0.0,423.25,0.0,51.998,21.902,0.0033811219447571986,1,15.5,8,1
0.0,423.5,0.0,51.8775,21.8525,0.011623564983915608,1,16.0,8,1
0.0,426.3333333333333,0.0,51.81,21.83,0.023574322374837066,1,16.5,8,1
