actuatorState,co2Value,eventCount,humidity,temperature,switchStatus,day,time,month,date
0.0,507.0,0.0,46.4,22.238,0.04004334889843415,1,0.0,8,1
0.0,505.0,0.0,46.39,22.19,0.037878305853559995,1,0.5,8,1
0.0,505.8,0.0,46.42,22.19,0.013988176026514289,1,1.0,8,1
0.0,507.3333333333333,0.0,46.45,22.154,0.04541704291259552,1,1.5,8,1
0.0,506.5,0.0,46.45,22.1,0.0014247466028511015,1,2.0,8,1
0.0,509.1666666666667,0.0,46.45,22.1,0.04003530641703537,1,2.5,8,1
0.0,508.0,0.0,46.45,22.02,0.004981832732059538,1,3.0,8,1
0.0,508.5,0.0,46.50833333333333,22.02,0.032398156596385855,1,3.5,8,1
0.0,508.5,0.0,46.52,22.02,0.041846737008787084,1,4.0,8,1
0.0,508.0,0.0,46.52,21.93,0.0028819080157185097,1,4.5,8,1
0.0,510.3333333333333,0.0,46.52,21.93,0.022124329610071575,1,5.0,8,1
0.0,510.6,0.0,46.52,21.93,0.04074543268603883,1,5.5,8,1
0.0,511.75,0.0,47.076,21.876,0.04800301547604128,1,6.0,8,1
0.0,512.6,0.0,48.755,21.84,0.02517425127494043,1,6.5,8,1
0.0,515.0,0.0,49.48,21.84,0.040542624789555864,1,7.0,8,1
0.0,516.3333333333334,0.0,49.272,21.93,0.04260403627872839,1,7.5,8,1
0.0,516.0,0.0,48.98,21.966,0.01170634180292226,1,8.0,8,1
0.0,514.5,0.0,48.6175,22.08,0.028807007881786036,1,8.5,8,1
0.0,513.0,0.0,48.33,22.1675,0.023758528967763676,1,9.0,8,1
0.0,509.5,0.0,48.105,22.25,0.04860120555186856,1,9.5,8,1
0.0,509.0,0.0,47.96,22.19,0.04420266920763404,1,10.0,8,1
0.0,440.8,0.0,47.88,22.27,0.011958086138612623,1,10.5,8,1
0.0,424.0,0.0,47.89,22.27,0.015898110826613132,1,11.0,8,1
0.0,423.0,0.0,47.8575,22.2925,0.04950093033712538,1,11.5,8,1
0.0,422.75,0.0,47.782,22.288,0.002346899726559548,1,12.0,8,1
0.0,421.6666666666667,0.0,47.735,22.36,0.02044879924295961,1,12.5,8,1
0.0,423.5,0.0,47.6525,22.36,0.03358478005441428,1,13.0,8,1
0.0,423.4,0.0,47.571666666666665,22.386666666666667,0.043525994474657735,1,13.5,8,1
0.0,423.75,0.0,47.54,22.442,0.03715298970878389,1,14.0,8,1
0.0,420.75,0.0,47.4,22.548,0.0299988494212845,1,14.5,8,1
0.0,420.0,0.0,47.25,22.62,0.005704398968378161,1,15.0,8,1
0.0,421.0,0.0,47.15,22.62,0.02370248473693533,1,15.5,8,1
0.0,423.6,0.0,47.15,22.62,0.029470607395800305,1,16.0,8,1
0.0,427.2,0.0,47.156666666666666,22.53,0.019655559302376877,1,16.5,8,1
0.0,429.0,0.0,47.188,22.494,0.01426917473671857,1,17.0,8,1
0.0,430.5,0.0,47.244,22.44,0.02087509538268181,1,17.5,8,1
0.0,431.4,0.0,47.333333333333336,22.413333333333334,0.03720595255957385,1,18.0,8,1
0.0,433.0,0.0,47.45142857142857,22.36,0.015205890767227843,1,18.5,8,1
0.0,433.3333333333333,0.0,47.53,22.324,0.03749429327911274,1,19.0,8,1
0.0,434.5,0.0,47.59,22.27,0.016863411108760135,1,19.5,8,1
0.0,435.25,0.0,47.57333333333333,22.256666666666668,0.004439571250589913,1,20.0,8,1
0.0,435.25,0.0,47.61,22.19,0.016593683104053764,1,20.5,8,1
0.0,435.8,0.0,47.61,22.19,0.027182609228634153,1,21.0,8,1
0.0,435.3333333333333,0.0,47.69,22.136,0.04793993303709442,1,21.5,8,1
0.0,436.2,0.0,47.71,22.1,0.016160843785841306,1,22.0,8,1
0.0,437.0,0.0,47.71,22.1,0.006968293186577629,1,22.5,8,1
0.0,436.2,0.0,47.71,22.052,0.02993613773156073,1,23.0,8,1
0.0,436.6666666666667,0.0,47.71,22.02,0.044557345242758055,1,23.5,8,1
0.0,437.8,0.0,47.71,22.02,0.004777045403413705,2,0.0,8,2
0.0,438.3333333333333,0.0,47.71,21.948,0.016691045950324956,2,0.5,8,2
0.0,437.0,0.0,47.71,21.93,0.04103550125205641,2,1.0,8,2
0.0,437.5,0.0,47.67666666666667,21.93,0.021931426056979383,2,1.5,8,2
0.0,437.0,0.0,47.66,21.84,0.0014398217336993925,2,2.0,8,2
0.0,437.8,0.0,47.66,21.84,0.009730784818198291,2,2.5,8,2
0.0,437.5,0.0,47.66,21.813333333333333,0.04408506998584552,2,3.0,8,2
0.0,437.0,0.0,47.695,21.76,0.0074293872348657475,2,3.5,8,2
0.0,437.25,0.0,47.73,21.76,0.03658441750555472,2,4.0,8,2
0.0,437.3333333333333,0.0,47.73,21.76,0.027627952223900316,2,4.5,8,2
0.0,439.0,0.0,47.742,21.688,0.010367231922910043,2,5.0,8,2
0.0,439.0,0.0,47.79,21.67,0.045279186337984334,2,5.5,8,2
0.0,438.5,0.0,48.38333333333333,21.673333333333332,0.049322864276096216,2,6.0,8,2
0.0,436.75,0.0,50.946,21.59,0.0027753986680849664,2,6.5,8,2
0.0,434.6666666666667,0.0,51.60333333333333,21.59,0.0004958135802798691,2,7.0,8,2
0.0,437.85714285714283,0.0,51.39666666666667,21.685,0.023458810858212165,2,7.5,8,2
0.0,438.0,0.0,51.045,21.82,0.043697754431286984,2,8.0,8,2
0.0,438.2,0.0,50.764,21.894,0.0056057071609341876,2,8.5,8,2
0.0,436.25,0.0,50.522,21.984,0.015465648916236259,2,9.0,8,2
0.0,433.8,0.0,50.2025,22.08,0.04433951910175558,2,9.5,8,2
0.0,432.6666666666667,0.0,49.952,22.118,0.04985720241444613,2,10.0,8,2
0.0,419.2,0.0,49.916666666666664,22.16,0.0293545134338662,2,10.5,8,2
0.0,412.0,0.0,49.732,22.222,0.03240546665243553,2,11.0,8,2
0.0,408.8,0.0,49.67,22.27166666666667,0.024505560361036977,2,11.5,8,2
0.0,407.75,0.0,49.538333333333334,22.36,0.03738464228842258,2,12.0,8,2
0.0,407.0,0.0,49.35666666666667,22.44,0.030743220746972506,2,12.5,8,2
0.0,407.0,0.0,49.223333333333336,22.44,0.017152934096359797,2,13.0,8,2
0.0,407.8,0.0,49.145,22.44,0.048559253180549294,2,13.5,8,2
0.0,407.0,0.0,49.01,22.582,0.0038810098157351924,2,14.0,8,2
0.0,406.0,0.0,48.65,22.7,0.01632529537299799,2,14.5,8,2
0.0,406.0,0.0,48.446666666666665,22.79,0.022131908460436264,2,15.0,8,2
0.0,406.3333333333333,0.0,48.34,22.79,0.018963710352367737,2,15.5,8,2
0.0,406.5,0.0,48.28666666666667,22.79,0.013798518436135122,2,16.0,8,2
0.0,406.5,0.0,48.24,22.79,0.041599145109926294,2,16.5,8,2
0.0,407.0,0.0,48.31,22.79,0.019717208581489773,2,17.0,8,2
0.0,407.6666666666667,0.0,48.31,22.7,0.007560654036335207,2,17.5,8,2
0.0,408.0,0.0,48.37,22.7,0.02829205249457203,2,18.0,8,2
0.0,408.4,0.0,48.384,22.62,0.040518286876627986,2,18.5,8,2
0.0,409.0,0.0,48.41,22.584,0.007270927321874516,2,19.0,8,2
0.0,409.25,0.0,48.47,22.512,0.025918439117245364,2,19.5,8,2
0.0,409.75,0.0,48.5675,22.44,0.006084051406187402,2,20.0,8,2
0.0,412.0,0.0,48.62,22.4,0.035856909286886555,2,20.5,8,2
0.0,414.6666666666667,0.0,48.69,22.36,0.009616537795496767,2,21.0,8,2
0.0,415.0,0.0,48.69,22.315,0.04972298301584855,2,21.5,8,2
0.0,414.8333333333333,0.0,48.682,22.238,0.037319795117637396,2,22.0,8,2
0.0,416.0,0.0,48.7,22.19,0.026415167767009508,2,22.5,8,2
0.0,416.6666666666667,0.0,48.7,22.145,0.015712922338851947,2,23.0,8,2
0.0,416.3333333333333,0.0,48.7,22.1,0.01823620781542598,2,23.5,8,2
0.0,416.25,0.0,48.7,22.1,0.034359394697200556,3,0.0,8,3
0.0,415.6666666666667,0.0,48.78,22.036,0.037792438739915446,3,0.5,8,3
0.0,416.6,0.0,48.8,22.02,0.008208234436757255,3,1.0,8,3
0.0,416.0,0.0,48.8,21.966,0.003874351554646011,3,1.5,8,3
0.0,416.3333333333333,0.0,48.8,21.93,0.004067243440665969,3,2.0,8,3
0.0,415.8,0.0,48.8,21.93,0.04268192046948047,3,2.5,8,3
0.0,415.4,0.0,48.76,21.912,0.037367911589344986,3,3.0,8,3
0.0,415.6666666666667,0.0,48.8025,21.84,0.02764393240047977,3,3.5,8,3
0.0,415.25,0.0,48.82,21.84,0.04272203927481054,3,4.0,8,3
0.0,415.25,0.0,48.86,21.84,0.01555685365001579,3,4.5,8,3
0.0,415.0,0.0,48.88,21.813333333333333,0.01244389054703654,3,5.0,8,3
0.0,415.3333333333333,0.0,48.95,21.76,0.0047965407943724725,3,5.5,8,3
0.0,416.0,0.0,49.65,21.715,0.04461904626577361,3,6.0,8,3
0.0,417.0,0.0,53.19,21.67,0.013351158065767671,3,6.5,8,3
0.0,418.0,0.0,53.72,21.67,0.004103291108768109,3,7.0,8,3
0.0,419.6666666666667,0.0,53.48166666666667,21.76,0.00349894408949627,3,7.5,8,3
0.0,421.5,0.0,53.14333333333333,21.813333333333333,0.036823425068540895,3,8.0,8,3
0.0,420.0,0.0,52.8,21.9075,0.04489704656222083,3,8.5,8,3
0.0,419.6666666666667,0.0,52.526666666666664,22.02,0.008024767981222558,3,9.0,8,3
0.0,418.3333333333333,0.0,52.145,22.1,0.03888112067059546,3,9.5,8,3
0.0,415.3333333333333,0.0,51.92,22.1675,0.007291043556888716,3,10.0,8,3
0.0,430.0,0.0,51.836,22.118,0.019221482544903662,3,10.5,8,3
0.0,426.0,0.0,51.63,22.19,0.023477812856573584,3,11.0,8,3
0.0,421.5,0.0,51.5325,22.25,0.01735946357363169,3,11.5,8,3
0.0,414.0,0.0,51.565,22.3375,0.009809289669919336,3,12.0,8,3
0.0,412.75,0.0,51.4025,22.38,0.0460388181239799,3,12.5,8,3
0.0,409.2,0.0,51.252,22.44,0.012611772556607082,3,13.0,8,3
0.0,410.0,0.0,51.1625,22.44,0.005499760591895009,3,13.5,8,3
0.0,411.3333333333333,0.0,51.054,22.53,0.0028696818647129365,3,14.0,8,3
0.0,409.3333333333333,0.0,50.83,22.652,0.03587754723717434,3,14.5,8,3
0.0,409.0,0.0,50.606,22.718,0.02448688045452395,3,15.0,8,3
0.0,408.4,0.0,50.46,22.79,0.013196913468581067,3,15.5,8,3
0.0,408.0,0.0,50.32,22.87,0.02593357900190002,3,16.0,8,3
0.0,408.2,0.0,50.19,22.87,0.04654332634788322,3,16.5,8,3
0.0,408.5,0.0,50.13,22.87,0.008667790358442196,3,17.0,8,3
0.0,410.0,0.0,50.17,22.816666666666666,0.046946348075400976,3,17.5,8,3
0.0,411.6666666666667,0.0,50.19,22.745,0.0006089093565791959,3,18.0,8,3
0.0,414.8333333333333,0.0,50.26,22.7,0.004569644716043248,3,18.5,8,3
0.0,416.6666666666667,0.0,50.26,22.62,0.04685085938078768,3,19.0,8,3
0.0,419.0,0.0,50.28,22.575,0.02971755322637079,3,19.5,8,3
0.0,423.0,0.0,50.356,22.512,0.011505308691371991,3,20.0,8,3
0.0,424.75,0.0,50.385,22.44,0.015174040407833168,3,20.5,8,3
0.0,426.6666666666667,0.0,50.43,22.408,0.023509160986471635,3,21.0,8,3
0.0,428.0,0.0,50.47666666666667,22.36,0.013698663477318934,3,21.5,8,3
0.0,427.75,0.0,50.5,22.3375,0.010867124001160612,3,22.0,8,3
0.0,429.0,0.0,50.5,22.27,0.041094125627571115,3,22.5,8,3
0.0,429.25,0.0,50.47,22.27,0.0036852766365656543,3,23.0,8,3
0.0,430.3333333333333,0.0,50.44,22.19,0.004592317716811578,3,23.5,8,3
0.0,430.3333333333333,0.0,50.44,22.19,0.043315852790419586,4,0.0,8,4
0.0,430.2,0.0,50.44,22.13,0.04916681168935064,4,0.5,8,4
0.0,431.3333333333333,0.0,50.44,22.1,0.03208701805184572,4,1.0,8,4
0.0,431.4,0.0,50.44,22.052,0.04743101908798375,4,1.5,8,4
0.0,432.3333333333333,0.0,50.44,22.02,0.004084597102443993,4,2.0,8,4
0.0,431.2,0.0,50.44,22.02,0.030858326025095972,4,2.5,8,4
0.0,431.6666666666667,0.0,50.44,21.96,0.0001409464625995671,4,3.0,8,4
0.0,431.25,0.0,50.44,21.93,0.021955531326149642,4,3.5,8,4
0.0,431.5,0.0,50.44,21.93,0.0016225675027010111,4,4.0,8,4
0.0,433.0,0.0,50.39,21.93,0.047793170979832614,4,4.5,8,4
0.0,433.8,0.0,50.39,21.912,0.04878339055971875,4,5.0,8,4
0.0,434.5,0.0,50.39,21.84,0.0416044394769865,4,5.5,8,4
0.0,434.8,0.0,50.78,21.8,0.024962078320099702,4,6.0,8,4
0.0,433.75,0.0,52.055,21.76,0.034902180509509516,4,6.5,8,4
0.0,435.4,0.0,52.4,21.786666666666665,0.030759727451118365,4,7.0,8,4
0.0,433.0,0.0,52.16,21.99,0.009215923589402236,4,7.5,8,4
0.0,428.2,0.0,51.88,22.115,0.0032716876389781158,4,8.0,8,4
0.0,425.3333333333333,0.0,51.665,22.19,0.026787989074065016,4,8.5,8,4
0.0,427.6,0.0,51.432,22.222,0.010213816212550852,4,9.0,8,4
0.0,427.25,0.0,51.2775,22.23,0.031156547344148623,4,9.5,8,4
0.0,425.6,0.0,51.155,22.285,0.015420737480535013,4,10.0,8,4
0.0,429.6,0.0,51.05,22.324,0.03789131019236683,4,10.5,8,4
0.0,431.0,0.0,50.945,22.36,0.03019644718984565,4,11.0,8,4
0.0,431.0,0.0,50.836,22.36,0.042468310195525834,4,11.5,8,4
0.0,429.75,0.0,50.76,22.36,0.03958907940919648,4,12.0,8,4
0.0,429.0,0.0,50.58,22.36,0.0061633630985317885,4,12.5,8,4
0.0,430.0,0.0,50.51,22.44,0.015968127675707128,4,13.0,8,4
0.0,428.4,0.0,50.346666666666664,22.53,0.009549097234932963,4,13.5,8,4
0.0,424.75,0.0,50.195,22.5975,0.029879453978699805,4,14.0,8,4
0.0,422.8,0.0,50.032,22.668,0.018853207535251215,4,14.5,8,4
0.0,422.25,0.0,49.95666666666666,22.7,0.03948037247155817,4,15.0,8,4
0.0,424.3333333333333,0.0,49.848,22.7,0.04612004831108121,4,15.5,8,4
0.0,427.25,0.0,49.82,22.62,0.04252976071567576,4,16.0,8,4
0.0,428.4,0.0,49.82,22.62,0.016559044655187215,4,16.5,8,4
0.0,430.8,0.0,49.83,22.575,0.030207195461011655,4,17.0,8,4
0.0,433.0,0.0,49.81,22.53,0.04199917200613924,4,17.5,8,4
0.0,434.2,0.0,49.78,22.485,0.039799827640999624,4,18.0,8,4
0.0,435.4,0.0,49.78,22.44,0.038057162544902455,4,18.5,8,4
0.0,436.6666666666667,0.0,49.78,22.38,0.003303641318943429,4,19.0,8,4
0.0,437.0,0.0,49.804,22.36,0.00958802181834209,4,19.5,8,4
0.0,438.5,0.0,49.84,22.27,0.04536073856279574,4,20.0,8,4
0.0,437.75,0.0,49.815,22.27,0.0022105415658806695,4,20.5,8,4
0.0,438.25,0.0,49.79,22.19,0.049307883985484226,4,21.0,8,4
0.0,437.6666666666667,0.0,49.79,22.19,0.014112071806493343,4,21.5,8,4
0.0,437.2,0.0,49.79,22.118,0.02851024840402418,4,22.0,8,4
0.0,439.0,0.0,49.79,22.068,0.042149107513615766,4,22.5,8,4
0.0,437.0,0.0,49.79,22.02,0.022034277363181032,4,23.0,8,4
0.0,436.0,0.0,49.79,21.93,0.023534924702245053,4,23.5,8,4
0.0,435.5,0.0,49.79,21.93,0.03455302739043938,5,0.0,8,5
0.0,436.0,0.0,49.74,21.84,0.00157841800325062,5,0.5,8,5
0.0,435.2,0.0,49.74,21.84,0.03172024803067943,5,1.0,8,5
0.0,434.5,0.0,49.74,21.813333333333333,0.014232330080785189,5,1.5,8,5
0.0,433.0,0.0,49.74,21.76,0.0072099695661460685,5,2.0,8,5
0.0,434.0,0.0,49.74,21.7,0.024443118546068728,5,2.5,8,5
0.0,434.0,0.0,49.712,21.67,0.04584629891893706,5,3.0,8,5
0.0,434.3333333333333,0.0,49.67,21.656666666666666,0.02794217652735259,5,3.5,8,5
0.0,434.0,0.0,49.67,21.59,0.03998018308666484,5,4.0,8,5
0.0,434.0,0.0,49.67,21.59,0.0016282999439391822,5,4.5,8,5
0.0,437.0,0.0,49.6525,21.59,0.02626122078221882,5,5.0,8,5
0.0,437.8,0.0,49.6,21.59,0.011236845942186935,5,5.5,8,5
0.0,440.25,0.0,49.57,21.59,0.017590938497664157,5,6.0,8,5
0.0,442.8,0.0,49.43,21.57,0.041778878565816524,5,6.5,8,5
0.0,442.5,0.0,49.33,21.53,0.010199227877417389,5,7.0,8,5
0.0,443.5,0.0,49.294,21.606,0.018353631665148706,5,7.5,8,5
0.0,443.6,0.0,49.1625,21.67,0.029159699223898522,5,8.0,8,5
0.0,442.3333333333333,0.0,49.038,21.76,0.013407378398550551,5,8.5,8,5
0.0,443.0,0.0,48.936,21.792,0.0016598160515661543,5,9.0,8,5
0.0,441.5,0.0,48.865,21.84,0.037993098199220865,5,9.5,8,5
0.0,442.5,0.0,48.74166666666667,21.93,0.04833245970099197,5,10.0,8,5
0.0,425.0,0.0,48.62,22.002,0.01888809890151614,5,10.5,8,5
0.0,424.0,0.0,48.488,22.068,0.005029460462870672,5,11.0,8,5
0.0,423.2,0.0,48.346,22.118,0.029133551841655694,5,11.5,8,5
0.0,418.75,0.0,48.19,22.23,0.0034982077242965317,5,12.0,8,5
0.0,414.0,0.0,48.002,22.342,0.015683868599986252,5,12.5,8,5
0.0,409.2,0.0,47.81666666666667,22.455,0.043987565221114806,5,13.0,8,5
0.0,408.75,0.0,47.652,22.53,0.04518145877375173,5,13.5,8,5
0.0,408.5,0.0,47.593333333333334,22.62,0.04333672982082445,5,14.0,8,5
0.0,408.8,0.0,47.57,22.62,0.011481358479176968,5,14.5,8,5
0.0,409.0,0.0,47.57,22.62,0.0458264286430641,5,15.0,8,5
0.0,408.5,0.0,47.534,22.668,0.03429163009167412,5,15.5,8,5
0.0,408.6,0.0,47.51,22.7,0.001000048682158705,5,16.0,8,5
0.0,408.8,0.0,47.51,22.7,0.0009793636192713007,5,16.5,8,5
0.0,409.0,0.0,47.57,22.636,0.024809055480428333,5,17.0,8,5
0.0,411.0,0.0,47.6225,22.62,0.0467060520561652,5,17.5,8,5
0.0,413.5,0.0,47.641666666666666,22.56,0.013436842118065635,5,18.0,8,5
0.0,415.0,0.0,47.74,22.512,0.03560363388717583,5,18.5,8,5
0.0,417.6666666666667,0.0,47.83,22.44,0.04951090479935353,5,19.0,8,5
0.0,418.5,0.0,47.87,22.36,0.011817273552165964,5,19.5,8,5
0.0,420.0,0.0,47.9425,22.2925,0.03644488745687573,5,20.0,8,5
0.0,423.0,0.0,47.97,22.19,0.03534393053221143,5,20.5,8,5
0.0,423.6666666666667,0.0,48.03,22.19,0.03655980573551029,5,21.0,8,5
0.0,423.8,0.0,48.105,22.1,0.010305932458773282,5,21.5,8,5
0.0,423.0,0.0,48.14,22.04,0.017174461228504644,5,22.0,8,5
0.0,424.4,0.0,48.18666666666667,22.02,0.034701005523480336,5,22.5,8,5
0.0,424.0,0.0,48.21,21.93,0.03251039901779323,5,23.0,8,5
0.0,424.75,0.0,48.2,21.894,0.04891380016755438,5,23.5,8,5
0.0,425.5,0.0,48.22,21.84,0.007257121148664486,6,0.0,8,6
0.0,424.5,0.0,48.22,21.813333333333333,0.02583965622388583,6,0.5,8,6
0.0,424.5,0.0,48.22,21.76,0.010006370212793297,6,1.0,8,6
0.0,425.4,0.0,48.22,21.67,0.017599928665153013,6,1.5,8,6
0.0,425.8333333333333,0.0,48.22,21.67,0.013700103491200034,6,2.0,8,6
0.0,424.5,0.0,48.244,21.606,0.023461347592413626,6,2.5,8,6
0.0,424.0,0.0,48.272,21.59,0.03165043691491676,6,3.0,8,6
0.0,424.6,0.0,48.2225,21.54,0.011983676871034993,6,3.5,8,6
0.0,424.6,0.0,48.24,21.49,0.025989040823774297,6,4.0,8,6
0.0,425.5,0.0,48.24,21.49,0.03354560585512453,6,4.5,8,6
0.0,425.5,0.0,48.24,21.49,0.020356154259006016,6,5.0,8,6
0.0,427.0,0.0,48.24,21.49,0.005176536866373438,6,5.5,8,6
0.0,427.8,0.0,48.312,21.49,0.04457095960796213,6,6.0,8,6
0.0,424.6666666666667,0.0,48.482,21.436,0.029477320203280685,6,6.5,8,6
0.0,422.3333333333333,0.0,48.53,21.4,0.034408006999433166,6,7.0,8,6
0.0,423.0,0.0,48.506,21.436,0.04355017806823011,6,7.5,8,6
0.0,423.6666666666667,0.0,48.401666666666664,21.49,0.031967123309750246,6,8.0,8,6
0.0,424.3333333333333,0.0,48.34,21.55666666666667,0.004174285031765729,6,8.5,8,6
0.0,424.2,0.0,48.28,21.59,0.008367195268444306,6,9.0,8,6
0.0,424.75,0.0,48.22,21.59,0.03883191964874683,6,9.5,8,6
0.0,425.25,0.0,48.185,21.59,0.04974345458652932,6,10.0,8,6
0.0,427.0,0.0,48.15,21.59,0.0413166379015592,6,10.5,8,6
0.0,427.4,0.0,48.15,21.59,0.028351820678869107,6,11.0,8,6
0.0,427.3333333333333,0.0,48.15,21.59,0.002442994556892664,6,11.5,8,6
0.0,427.5,0.0,48.15,21.59,0.0005467054533249471,6,12.0,8,6
0.0,427.90909090909093,0.0,48.125,21.59,0.023719175453591437,6,12.5,8,6
0.0,427.0,0.0,48.1,21.53,0.014638539749697777,6,13.0,8,6
0.0,426.0,0.0,48.1,21.49,0.03561013520742474,6,13.5,8,6
0.0,425.5,0.0,48.1,21.49,0.02294024813052797,6,14.0,8,6
0.0,424.3333333333333,0.0,48.1,21.49,0.013982325328967739,6,14.5,8,6
0.0,423.0,0.0,48.1,21.4,0.022321349960162315,6,15.0,8,6
0.0,421.3333333333333,0.0,48.1,21.4,0.03638445485246043,6,15.5,8,6
0.0,421.2,0.0,48.1,21.32,0.03259945592406554,6,16.0,8,6
0.0,420.6666666666667,0.0,48.17,21.32,0.010478257047873292,6,16.5,8,6
0.0,419.6666666666667,0.0,48.1175,21.2975,0.030647730324352015,6,17.0,8,6
0.0,418.2,0.0,48.14666666666667,21.26,0.024320765859540096,6,17.5,8,6
0.0,416.0,0.0,48.17,21.23,0.019590958060616337,6,18.0,8,6
0.0,415.25,0.0,48.13666666666666,21.23,0.009591872436198435,6,18.5,8,6
0.0,414.0,0.0,48.12,21.15,0.0474707172924979,6,19.0,8,6
0.0,414.0,0.0,48.12,21.15,0.011624110835031943,6,19.5,8,6
0.0,412.6,0.0,48.12,21.135,0.029203106529612055,6,20.0,8,6
0.0,412.4,0.0,48.12,21.06,0.0017916058330947283,6,20.5,8,6
0.0,411.5,0.0,48.12,21.06,0.0401501115467916,6,21.0,8,6
0.0,411.0,0.0,48.15,21.06,0.005440762429013635,6,21.5,8,6
0.0,410.8,0.0,48.18,21.0,0.03581704081456129,6,22.0,8,6
0.0,410.6,0.0,48.18,20.98,0.03526894608748668,6,22.5,8,6
0.0,410.8,0.0,48.18,20.98,0.04016516886033291,6,23.0,8,6
0.0,410.5,0.0,48.18,20.98,0.0038378016343390553,6,23.5,8,6
0.0,411.25,0.0,48.24,20.962,0.03379770070255391,0,0.0,8,7
0.0,410.8,0.0,48.28,20.9125,0.0017170605724159738,0,0.5,8,7
0.0,411.0,0.0,48.2975,20.89,0.027384910169091992,0,1.0,8,7
0.0,410.4,0.0,48.35,20.89,0.004441592645970072,0,1.5,8,7
0.0,410.5,0.0,48.395,20.89,0.02032298864292418,0,2.0,8,7
0.0,412.0,0.0,48.41,20.89,0.02187348761970232,0,2.5,8,7
0.0,412.5,0.0,48.41,20.89,0.007568308444450712,0,3.0,8,7
0.0,412.3333333333333,0.0,48.41,20.89,0.008568488264425744,0,3.5,8,7
0.0,414.6666666666667,0.0,48.452,20.89,0.02096987904238829,0,4.0,8,7
0.0,415.8235294117647,0.0,48.5575,20.89,0.029524096625144054,0,4.5,8,7
0.0,415.75,0.0,48.75666666666667,20.92,0.02546160374574192,0,5.0,8,7
0.0,421.2,3.428571428571,48.89666666666667,20.98,0.041661090707679774,0,5.5,8,7
0.0,447.5,29.321428571429,50.73,21.06,0.0005663162733845595,0,6.0,8,7
0.0,441.6666666666667,14.25,53.733333333333334,21.12,0.016761587112537953,0,6.5,8,7
0.0,451.4,12.428571428571,56.084,21.3,0.04104789737509341,0,7.0,8,7
0.0,453.8,9.571428571429,55.57,21.46,0.020917667198756207,0,7.5,8,7
0.0,455.25,2.0,54.712,21.622,0.04188298301200662,0,8.0,8,7
0.0,464.1666666666667,20.75,54.16,21.735,0.02448288983544747,0,8.5,8,7
0.0,485.4,17.45,53.558,21.912,0.014179811788556686,0,9.0,8,7
0.0,491.6666666666667,3.371428571429,53.1475,22.02,0.007981510535416226,0,9.5,8,7
0.0,496.0,1.428571428571,52.93,22.02,0.006964535339928419,0,10.0,8,7
0.0,484.6666666666667,2.0,52.723333333333336,22.086666666666666,0.0488220969822685,0,10.5,8,7
0.0,495.75,3.0,52.76,22.1,0.007918960968694029,0,11.0,8,7
0.0,500.0,11.75,52.42,22.19,0.014390221476799366,0,11.5,8,7
0.0,500.5,8.45,52.33,22.27,0.003831756079084159,0,12.0,8,7
0.0,505.25,5.8,52.22,22.342,0.01381177475592736,0,12.5,8,7
0.0,514.75,1.0,52.108333333333334,22.36,0.03473413002343182,0,13.0,8,7
0.0,533.0,0.0,51.99333333333333,22.413333333333334,0.022741670618184214,0,13.5,8,7
0.0,545.1666666666666,8.0,52.06,22.476,0.03780777377507527,0,14.0,8,7
0.0,554.6666666666666,1.0,51.94,22.512,0.046374020829316964,0,14.5,8,7
0.0,552.6666666666666,0.0,51.83,22.44,0.03928388134298244,0,15.0,8,7
0.0,550.75,0.0,51.77,22.44,0.003926634051824063,0,15.5,8,7
0.0,549.8,0.0,51.76,22.44,0.0012121948682984219,0,16.0,8,7
0.0,547.7142857142857,0.0,51.684,22.408,0.04798418534119757,0,16.5,8,7
0.0,546.8333333333334,0.0,51.625,22.36,0.029419070060836022,0,17.0,8,7
0.0,548.4,0.0,51.5775,22.36,0.0001855896218111719,0,17.5,8,7
0.0,545.0,0.0,51.54,22.27,0.006042152043620569,0,18.0,8,7
0.0,543.3333333333334,0.0,51.568333333333335,22.23,0.0171473699746472,0,18.5,8,7
0.0,541.75,0.0,51.6,22.175,0.027048463381611904,0,19.0,8,7
0.0,538.8,0.0,51.6,22.1,0.04561055849797004,0,19.5,8,7
