1,1,train,10000,459.3333333333333,0,49.553333333333335,20.14666666666667,0.002694749921314,5,3.5,10,14,20.29,2025-01-21 13:45:08.764708
2,1,train,0,416.75,0,55.13666666666666,19.79,0.0491178162524941,3,21,8,24,19.6,2025-01-21 13:45:08.767062
3,1,train,10000,432,19.5,70.31,19.7,0.0042427161676668,3,6,9,21,20.64333333333333,2025-01-21 13:45:08.76745
4,1,train,0,450.4,2,63.228,19.26,0.019284536810865,2,4.5,8,23,19.305,2025-01-21 13:45:08.767756
5,1,train,10000,408,0,42.33,19.79,0.0345722529137886,6,16,9,24,19.52,2025-01-21 13:45:08.768025
6,1,train,0,428,0,63.1925,18.39,0.0242944689000764,5,5,9,2,18.756,2025-01-21 13:45:08.768317
7,1,train,0,403,0,57.12,22.8,0.0151048131625538,0,17,8,14,22.584285714285716,2025-01-21 13:45:08.768645
8,1,train,0,418.6666666666667,0,65.005,19.17,0.0075361547033776,1,9,8,1,19.35,2025-01-21 13:45:08.768972
9,1,train,10000,453.4,0,56.376,19.998,0.0032345244413085,4,18.5,10,6,19.87,2025-01-21 13:45:08.769258
10,1,train,10000,467.6666666666667,2.9166666666665,62.915,20.12,0.026916262786285,2,4.5,9,27,20.12,2025-01-21 13:45:08.769521
11,1,train,0,418,0,65.14,18.92,0.0178920155286636,6,13,8,6,18.83,2025-01-21 13:45:08.771447
12,1,train,1123,501,0,25.868,21.072,0.0492180566880014,0,2,10,9,20.74333333333333,2025-01-21 13:45:08.771831
13,1,train,10000,424,0,47.688,13.45,0.0003534142372824,4,14,10,27,15.425,2025-01-21 13:45:08.772169
14,1,train,0,468,0,72.585,20.37333333333333,0.0363608884325654,5,23,8,19,20.2,2025-01-21 13:45:08.772673
15,1,train,4180.666666666667,536,9.05,58.724,21.596,0.0444364759250029,1,9,9,26,21.454,2025-01-21 13:45:08.773021
16,1,train,10000,449.75,1.6666666666665,66.046,20.73,0.0456285295348016,2,10,9,27,20.81,2025-01-21 13:45:08.773651
17,1,train,10000,464,0,28.544,20.9,0.0135460779671455,6,18.5,10,15,21.115,2025-01-21 13:45:08.77399
18,1,train,10000,401.5,0,37.76,19.99,0.0307380182391491,4,1.5,10,27,20.03,2025-01-21 13:45:08.774303
19,1,train,10000,478.1666666666667,0,63.884,19.43,0.0001112208728643,5,0,9,23,19.52,2025-01-21 13:45:08.774585
20,1,train,0,405,0,59.88166666666667,21.03,0.024953736767609,0,10,8,21,21.21333333333333,2025-01-21 13:45:08.774882
21,1,train,0,457.8333333333333,0.875,67.5025,19.625,0.0490185882784205,4,5.5,8,18,19.7,2025-01-21 13:45:08.776801
22,1,train,10000,411.6,0,52.37714285714286,19.442857142857143,0.0449586397715279,5,16,9,30,19.46,2025-01-21 13:45:08.777185
23,1,train,0,401.5,0,57.3225,22.135,0.0409210958966765,3,16,9,21,21.685,2025-01-21 13:45:08.777471
